BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME	FRAGMENT_LENGTH
Invitae_HPV_primers	1063	1	1541	2572	0	1	0	0.374666	1.449671	0.374666	0.185266	1091124.429363	NA	0	0	0	0	0	0	1063	3095733841	38	38	4113	38	38	4113	4113	762	1	1	1	0.716839	0	4	0	0.641026	0	0	0	0	0.502067	0.312667	?	0.337723	0.206021	0	0	0	0	0	0	27.65424	12.417686	0.197044	1	NA	NA	NA	19-330-03007-GER2107007	85
Invitae_HPV_primers	1063	1	1541	2572	0	1	0	0.374666	1.449671	0.374666	0.185266	1091124.429363	NA	0	0	0	0	0	0	1063	3095733841	38	38	4113	38	38	4113	4113	762	1	1	1	0.716839	0	4	0	0.641026	0	0	0	0	0.502067	0.312667	?	0.337723	0.206021	0	0	0	0	0	0	27.65424	12.417686	0.197044	1	NA	NA	NA	19-330-03007-GER2107007	90
Invitae_HPV_primers	1063	1	1541	2392	0	1	0	0.391813	1.449671	0.391813	0.193745	1141061.474185	NA	0	0	0	0	0	0	1063	3095733841	36	36	3933	36	36	3933	3933	762	1	1	1	0.716839	0	4	0	0.641026	0	0	0	0	0.502161	0.304094	?	0.337723	0.206021	0	0	0	0	0	0	27.65424	12.417686	0.197044	1	NA	NA	NA	19-330-03007-GER2107007	95
Invitae_HPV_primers	1063	1	8976	1115	3117	0.764007	0.235993	0.889505	8.444026	0.590876	0.350734	1979138.256869	NA	0	0	0	0	0	0	1063	3095733841	363	363	15191	363	363	13208	13208	5328	1	1	1	5.004704	1	50	0	0.410256	0	0	0	0	0.37659	0.220094	?	0.57667	0.327375	0.16651	0.076199	0.052681	0.023518	0.017874	0	42.621164	10.536218	0.422593	2	NA	NA	NA	22-024-02646-GER2213114	0
Invitae_HPV_primers	1063	1	440	62	0	1	0	0.876494	0.413923	0.745763	0.372881	2552579.69072	NA	0	0	0	0	0	0	1063	3095733841	12	12	590	12	12	502	502	220	1	1	1	0.206961	0	2	0	0.820513	0	0	0	0	0.501992	0.061753	?	0.182502	0.024459	0	0	0	0	0	0	53.151458	12.417686	0.090516	0	NA	NA	NA	22-024-02646-GER2213114	37
Invitae_HPV_primers	1063	1	264	16	0	1	0	0.942857	0.248354	0.825	0.4125	2745846.438731	NA	0	0	0	0	0	0	1063	3095733841	6	6	320	6	6	280	280	132	1	1	1	0.124177	0	1	0	0.871795	0	0	0	0	0.503571	0.028571	?	0.124177	0	0	0	0	0	0	0	75.070555	30.856068	0.058462	0	NA	NA	NA	22-024-02646-GER2213114	38
Invitae_HPV_primers	1063	1	188	14	0	1	0	0.930693	0.176858	0.77686	0.38843	2710421.477176	NA	0	0	0	0	0	0	1063	3095733841	4	4	242	4	4	202	202	94	1	1	1	0.088429	0	1	0	0.897436	0	0	0	0	0.50495	0.034653	?	0.088429	0	0	0	0	0	0	0	78.645343	30.856068	0.04211	0	NA	NA	NA	22-024-02646-GER2213114	40
Invitae_HPV_primers	1063	1	114	6	0	1	0	0.95	0.107244	0.934426	0.467213	2766648.305691	NA	0	0	0	0	0	0	1063	3095733841	2	2	122	2	2	120	120	57	1	1	1	0.053622	0	1	0	0.923077	0	0	0	0	0.508333	0.025	?	0.053622	0	0	0	0	0	0	0	82.220132	30.856068	0.025189	0	NA	NA	NA	22-024-02646-GER2213114	50
Invitae_HPV_primers	1063	1	114	6	0	1	0	0.95	0.107244	0.934426	0.467213	2766648.305691	NA	0	0	0	0	0	0	1063	3095733841	2	2	122	2	2	120	120	57	1	1	1	0.053622	0	1	0	0.923077	0	0	0	0	0.508333	0.025	?	0.053622	0	0	0	0	0	0	0	82.220132	30.856068	0.025189	0	NA	NA	NA	22-024-02646-GER2213114	60
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	22-024-02646-GER2213114	65
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	22-024-02646-GER2213114	70
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	22-024-02646-GER2213114	75
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	22-024-02646-GER2213114	80
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	22-024-02646-GER2213114	85
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	22-024-02646-GER2213114	90
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	22-024-02646-GER2213114	95
Invitae_HPV_primers	1063	1	20764	2842	4836	0.82997	0.17003	0.879607	19.533396	0.572027	0.325656	2126088.009925	NA	0	0	0	0	0	0	1063	3095733841	864	864	36299	864	864	28442	28442	11821	1	1	1	11.110066	2	102	0	0.307692	0	0	0	0	0.41291	0.171577	?	0.656632	0.537159	0.223895	0.193791	0.124177	0.099718	0.099718	0.017874	45.693622	9.850359	0.502831	3	NA	NA	NA	20-346-03473-GER2107078	0
Invitae_HPV_primers	1063	1	839	422	74	0.944569	0.055431	0.665345	0.789276	0.582235	0.29771	1830252.654031	NA	0	0	0	0	0	0	1063	3095733841	24	24	1441	24	24	1335	1335	429	1	1	1	0.403575	0	3	0	0.769231	0	0	0	0	0.494382	0.185768	?	0.231421	0.147695	0	0	0	0	0	0	44.120414	12.417686	0.135133	1	NA	NA	NA	20-346-03473-GER2107078	37
Invitae_HPV_primers	1063	1	735	378	0	1	0	0.660377	0.691439	0.602953	0.30927	1923191.473668	NA	0	0	0	0	0	0	1063	3095733841	18	18	1219	18	18	1113	1113	377	1	1	1	0.354657	0	2	0	0.769231	0	0	0	0	0.493261	0.169811	?	0.231421	0.123236	0	0	0	0	0	0	50.091952	18.389224	0.133286	1	NA	NA	NA	20-346-03473-GER2107078	38
Invitae_HPV_primers	1063	1	521	358	0	1	0	0.592719	0.490122	0.54555	0.282723	1726152.646267	NA	0	0	0	0	0	0	1063	3095733841	12	12	955	12	12	879	879	270	1	1	1	0.253998	0	2	0	0.820513	0	0	0	0	0.491468	0.203641	?	0.165569	0.088429	0	0	0	0	0	0	55.123166	13.44866	0.092343	0	NA	NA	NA	20-346-03473-GER2107078	40
Invitae_HPV_primers	1063	1	445	352	0	1	0	0.558344	0.418627	0.555556	0.289638	1626043.050958	NA	0	0	0	0	0	0	1063	3095733841	10	10	801	10	10	797	797	232	1	1	1	0.21825	0	2	0	0.820513	0	0	0	0	0.49059	0.220828	?	0.165569	0.052681	0	0	0	0	0	0	54.092192	12.417686	0.08209	0	NA	NA	NA	20-346-03473-GER2107078	50
Invitae_HPV_primers	1063	1	445	352	0	1	0	0.558344	0.418627	0.555556	0.289638	1626043.050958	NA	0	0	0	0	0	0	1063	3095733841	10	10	801	10	10	797	797	232	1	1	1	0.21825	0	2	0	0.820513	0	0	0	0	0.49059	0.220828	?	0.165569	0.052681	0	0	0	0	0	0	54.092192	12.417686	0.08209	0	NA	NA	NA	20-346-03473-GER2107078	60
Invitae_HPV_primers	1063	1	142	290	0	1	0	0.328704	0.133584	0.328704	0.1875	957271.099922	NA	0	0	0	0	0	0	1063	3095733841	4	4	432	4	4	432	432	81	1	1	1	0.076199	0	1	0	0.871795	0	0	0	0	0.476852	0.335648	?	0.076199	0	0	0	0	0	0	0	63.029163	12.417686	0.030491	0	NA	NA	NA	20-346-03473-GER2107078	65
Invitae_HPV_primers	1063	1	142	290	0	1	0	0.328704	0.133584	0.328704	0.1875	957271.099922	NA	0	0	0	0	0	0	1063	3095733841	4	4	432	4	4	432	432	81	1	1	1	0.076199	0	1	0	0.871795	0	0	0	0	0.476852	0.335648	?	0.076199	0	0	0	0	0	0	0	63.029163	12.417686	0.030491	0	NA	NA	NA	20-346-03473-GER2107078	70
Invitae_HPV_primers	1063	1	142	290	0	1	0	0.328704	0.133584	0.328704	0.1875	957271.099922	NA	0	0	0	0	0	0	1063	3095733841	4	4	432	4	4	432	432	81	1	1	1	0.076199	0	1	0	0.871795	0	0	0	0	0.476852	0.335648	?	0.076199	0	0	0	0	0	0	0	63.029163	12.417686	0.030491	0	NA	NA	NA	20-346-03473-GER2107078	75
Invitae_HPV_primers	1063	1	142	290	0	1	0	0.328704	0.133584	0.328704	0.1875	957271.099922	NA	0	0	0	0	0	0	1063	3095733841	4	4	432	4	4	432	432	81	1	1	1	0.076199	0	1	0	0.871795	0	0	0	0	0.476852	0.335648	?	0.076199	0	0	0	0	0	0	0	63.029163	12.417686	0.030491	0	NA	NA	NA	20-346-03473-GER2107078	80
Invitae_HPV_primers	1063	1	48	222	0	1	0	0.177778	0.045155	0.177778	0.125926	517735.355451	NA	0	0	0	0	0	0	1063	3095733841	2	2	270	2	2	270	270	34	1	1	1	0.031985	0	1	0	0.923077	0	0	0	0	0.462963	0.411111	?	0.031985	0	0	0	0	0	0	0	81.467545	30.856068	0.014991	0	NA	NA	NA	20-346-03473-GER2107078	85
Invitae_HPV_primers	1063	1	48	222	0	1	0	0.177778	0.045155	0.177778	0.125926	517735.355451	NA	0	0	0	0	0	0	1063	3095733841	2	2	270	2	2	270	270	34	1	1	1	0.031985	0	1	0	0.923077	0	0	0	0	0.462963	0.411111	?	0.031985	0	0	0	0	0	0	0	81.467545	30.856068	0.014991	0	NA	NA	NA	20-346-03473-GER2107078	90
Invitae_HPV_primers	1063	1	48	222	0	1	0	0.177778	0.045155	0.177778	0.125926	517735.355451	NA	0	0	0	0	0	0	1063	3095733841	2	2	270	2	2	270	270	34	1	1	1	0.031985	0	1	0	0.923077	0	0	0	0	0.462963	0.411111	?	0.031985	0	0	0	0	0	0	0	81.467545	30.856068	0.014991	0	NA	NA	NA	20-346-03473-GER2107078	95
Invitae_HPV_primers	1063	1	14950	1651	2932	0.849895	0.150105	0.900548	14.06397	0.622528	0.367354	2228961.631468	NA	0	0	0	0	0	0	1063	3095733841	574	574	24015	574	574	19533	19533	8822	1	1	1	8.292568	1	95	0	0.307692	0	0	0	0	0.395382	0.153125	?	0.633114	0.414864	0.193791	0.150517	0.100659	0.067733	0.044214	0	44.744788	9.832872	0.474587	3	NA	NA	NA	18-323-04175-GER2213046	0
Invitae_HPV_primers	1063	1	312	38	0	1	0	0.891429	0.293509	0.876404	0.438202	2596072.996619	NA	0	0	0	0	0	0	1063	3095733841	8	8	356	8	8	350	350	156	1	1	1	0.146754	0	3	0	0.897436	0	0	0	0	0.508571	0.054286	?	0.084666	0.031044	0	0	0	0	0	0	75.823142	30.856068	0.045272	0	NA	NA	NA	18-323-04175-GER2213046	37
Invitae_HPV_primers	1063	1	246	30	0	1	0	0.891304	0.231421	0.884892	0.442446	2595711.225019	NA	0	0	0	0	0	0	1063	3095733841	6	6	278	6	6	276	276	123	1	1	1	0.11571	0	2	0	0.897436	0	0	0	0	0.503623	0.054348	?	0.084666	0.031044	0	0	0	0	0	0	75.823142	30.856068	0.048764	0	NA	NA	NA	18-323-04175-GER2213046	38
Invitae_HPV_primers	1063	1	114	6	0	1	0	0.95	0.107244	0.934426	0.467213	2766648.305691	NA	0	0	0	0	0	0	1063	3095733841	2	2	122	2	2	120	120	57	1	1	1	0.053622	0	1	0	0.923077	0	0	0	0	0.508333	0.025	?	0.053622	0	0	0	0	0	0	0	82.220132	30.856068	0.02654	0	NA	NA	NA	18-323-04175-GER2213046	40
Invitae_HPV_primers	1063	1	114	6	0	1	0	0.95	0.107244	0.934426	0.467213	2766648.305691	NA	0	0	0	0	0	0	1063	3095733841	2	2	122	2	2	120	120	57	1	1	1	0.053622	0	1	0	0.923077	0	0	0	0	0.508333	0.025	?	0.053622	0	0	0	0	0	0	0	82.220132	30.856068	0.02654	0	NA	NA	NA	18-323-04175-GER2213046	50
Invitae_HPV_primers	1063	1	114	6	0	1	0	0.95	0.107244	0.934426	0.467213	2766648.305691	NA	0	0	0	0	0	0	1063	3095733841	2	2	122	2	2	120	120	57	1	1	1	0.053622	0	1	0	0.923077	0	0	0	0	0.508333	0.025	?	0.053622	0	0	0	0	0	0	0	82.220132	30.856068	0.02654	0	NA	NA	NA	18-323-04175-GER2213046	60
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18-323-04175-GER2213046	65
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18-323-04175-GER2213046	70
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18-323-04175-GER2213046	75
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18-323-04175-GER2213046	80
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18-323-04175-GER2213046	85
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18-323-04175-GER2213046	90
Invitae_HPV_primers	1063	1	0	0	0	?	?	?	0	?	?	?	NA	0	0	0	0	0	0	1063	3095733841	0	0	0	0	0	0	0	0	?	?	?	0	0	0	0	0.948718	?	?	?	?	?	?	?	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	18-323-04175-GER2213046	95
Invitae_HPV_primers	1063	1	16302	2538	4582	0.804372	0.195628	0.865287	15.335842	0.540374	0.305589	2026969.726141	NA	0	0	0	0	0	0	1063	3095733841	713	713	30168	713	713	23422	23422	9219	1	1	1	8.66604	2	76	0	0.307692	0	0	0	0	0.424515	0.182179	?	0.663217	0.53904	0.193791	0.151458	0.099718	0.096896	0.068674	0	41.007925	10.329966	0.519556	3	NA	NA	NA	20-211-03939-GER2107109	0
Invitae_HPV_primers	1063	1	1017	986	70	0.966233	0.033767	0.507738	0.956726	0.489649	0.242176	1428736.043308	NA	0	0	0	0	0	0	1063	3095733841	32	32	2077	32	32	2073	2073	503	1	1	1	0.472248	0	4	0	0.692308	0	0	0	0	0.503618	0.254703	?	0.276576	0.133584	0	0	0	0	0	0	33.983539	14.322203	0.165984	1	NA	NA	NA	20-211-03939-GER2107109	37
Invitae_HPV_primers	1063	1	781	926	0	1	0	0.457528	0.734713	0.456458	0.225015	1332440.617115	NA	0	0	0	0	0	0	1063	3095733841	22	22	1711	22	22	1707	1707	385	1	1	1	0.361242	0	2	0	0.717949	0	0	0	0	0.504394	0.271236	?	0.252117	0.109125	0	0	0	0	0	0	42.444487	22.783151	0.148964	1	NA	NA	NA	20-211-03939-GER2107109	38
Invitae_HPV_primers	1063	1	641	912	0	1	0	0.41275	0.60301	0.411689	0.202312	1202034.475852	NA	0	0	0	0	0	0	1063	3095733841	18	18	1557	18	18	1553	1553	315	1	1	1	0.29539	0	2	0	0.74359	0	0	0	0	0.504829	0.293625	?	0.21731	0.078081	0	0	0	0	0	0	44.21958	20.983456	0.125459	1	NA	NA	NA	20-211-03939-GER2107109	40
Invitae_HPV_primers	1063	1	641	912	0	1	0	0.41275	0.60301	0.411689	0.202312	1202034.475852	NA	0	0	0	0	0	0	1063	3095733841	18	18	1557	18	18	1553	1553	315	1	1	1	0.29539	0	2	0	0.74359	0	0	0	0	0.504829	0.293625	?	0.21731	0.078081	0	0	0	0	0	0	44.21958	20.983456	0.125459	1	NA	NA	NA	20-211-03939-GER2107109	50
Invitae_HPV_primers	1063	1	641	912	0	1	0	0.41275	0.60301	0.411689	0.202312	1202034.475852	NA	0	0	0	0	0	0	1063	3095733841	18	18	1557	18	18	1553	1553	315	1	1	1	0.29539	0	2	0	0.74359	0	0	0	0	0.504829	0.293625	?	0.21731	0.078081	0	0	0	0	0	0	44.21958	20.983456	0.125459	1	NA	NA	NA	20-211-03939-GER2107109	60
Invitae_HPV_primers	1063	1	413	900	0	1	0	0.314547	0.388523	0.314547	0.153085	916042.610535	NA	0	0	0	0	0	0	1063	3095733841	14	14	1313	14	14	1313	1313	201	1	1	1	0.188147	0	2	0	0.769231	0	0	0	0	0.504189	0.342727	?	0.163688	0.024459	0	0	0	0	0	0	43.954374	15.356068	0.086548	0	NA	NA	NA	20-211-03939-GER2107109	65
Invitae_HPV_primers	1063	1	413	900	0	1	0	0.314547	0.388523	0.314547	0.153085	916042.610535	NA	0	0	0	0	0	0	1063	3095733841	14	14	1313	14	14	1313	1313	201	1	1	1	0.188147	0	2	0	0.769231	0	0	0	0	0.504189	0.342727	?	0.163688	0.024459	0	0	0	0	0	0	43.954374	15.356068	0.086548	0	NA	NA	NA	20-211-03939-GER2107109	70
Invitae_HPV_primers	1063	1	413	900	0	1	0	0.314547	0.388523	0.314547	0.153085	916042.610535	NA	0	0	0	0	0	0	1063	3095733841	14	14	1313	14	14	1313	1313	201	1	1	1	0.188147	0	2	0	0.769231	0	0	0	0	0.504189	0.342727	?	0.163688	0.024459	0	0	0	0	0	0	43.954374	15.356068	0.086548	0	NA	NA	NA	20-211-03939-GER2107109	75
Invitae_HPV_primers	1063	1	337	826	0	1	0	0.289768	0.317027	0.289768	0.140155	843879.693187	NA	0	0	0	0	0	0	1063	3095733841	12	12	1163	12	12	1163	1163	163	1	1	1	0.152399	0	2	0	0.820513	0	0	0	0	0.504729	0.355116	?	0.12794	0.024459	0	0	0	0	0	0	49.801981	14.806685	0.069112	0	NA	NA	NA	20-211-03939-GER2107109	80
Invitae_HPV_primers	1063	1	337	664	0	1	0	0.336663	0.317027	0.336663	0.162837	980451.631545	NA	0	0	0	0	0	0	1063	3095733841	10	10	1001	10	10	1001	1001	163	1	1	1	0.152399	0	2	0	0.820513	0	0	0	0	0.505495	0.331668	?	0.12794	0.024459	0	0	0	0	0	0	49.801981	14.806685	0.069112	0	NA	NA	NA	20-211-03939-GER2107109	85
