BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME
Invitae_HPV_primers	1063	1	91974	13907	2049	0.981015	0.018985	0.868654	86.523048	0.671255	0.394262	2481722.668861	NA	0	0	0	0	0	0	1063	3095733841	3037	3037	137018	3037	3037	107930	107930	54021	1	1	1	50.776105	16	370	0	0.076923	0	0	0	0	0.421375	0.078153	12.694026	0.888993	0.857008	0.584196	0.443086	0.285983	0.238946	0.236124	0.169332	35.769947	7.883138	0.839311	8	NA	NA	NA	20-170-03172-GER2110286
Invitae_HPV_primers	1063	1	187523	9279	4384	0.978209	0.021791	0.952851	176.409219	0.654832	0.374979	2714483.064	NA	0	0	0	0	0	0	1063	3095733841	6447	6447	286368	6447	6447	201186	201186	107382	1	1	1	100.94826	14	1743	0	0	0	0	0	0	0.427873	0.038392	20.189652	0.980245	0.93603	0.636877	0.401693	0.373471	0.310442	0.274694	0.190969	40.886538	10.363785	0.914623	11	NA	NA	NA	21-146-02920-GER2106743
Invitae_HPV_primers	1063	1	105731	16715	3350	0.97337	0.02663	0.863491	99.464722	0.670346	0.395528	2447743.230134	NA	0	0	0	0	0	0	1063	3095733841	3422	3422	157726	3422	3422	125796	125796	62385	1	1	1	58.638758	21	418	0	0.051282	0	0	0	0	0.412509	0.09164	14.65969	0.936971	0.889934	0.725306	0.515522	0.396049	0.315146	0.286924	0.19285	33.093515	8.368466	0.874	9	NA	NA	NA	21-078-03914-GER2106966
Invitae_HPV_primers	1063	1	194070	10812	6644	0.96859	0.03141	0.947228	182.568203	0.704239	0.411429	2671929.526073	NA	0	0	0	0	0	0	1063	3095733841	6472	6472	275574	6472	6472	211526	211526	113379	1	1	1	106.583255	22	882	0	0.025641	0	0	0	0	0.414852	0.049219	26.645814	0.954845	0.874882	0.710254	0.514581	0.441204	0.380056	0.379116	0.219191	36.460227	9.248168	0.885811	9	NA	NA	NA	19-247-03898-GER2107045
Invitae_HPV_primers	1063	1	72327	3819	7598	0.909271	0.090729	0.949846	68.040452	0.764015	0.493815	2515226.504909	NA	0	0	0	0	0	0	1063	3095733841	2188	2188	94667	2188	2187	83744	83744	46748	1	1	0.999543	43.94826	12	309	0	0.051282	0	0	0	0	0.349255	0.092568	14.64942	0.91063	0.866416	0.565381	0.322672	0.21825	0.214487	0.214487	0.137347	37.700464	9.919666	0.828668	8	NA	NA	NA	20-216-03234-GER2107113
Invitae_HPV_primers	1063	1	230962	108893	6169	0.982172	0.017828	0.67959	217.273754	0.593691	0.351914	1943858.551884	NA	0	0	0	0	0	0	1063	3095733841	7011	7011	389027	7011	7011	346024	346024	136904	1	1	1	128.649106	62	744	0	0.051282	0	0	0	0	0.423476	0.181013	14.294345	0.94826	0.943556	0.779868	0.683913	0.60207	0.595484	0.548448	0.394167	31.286407	7.787474	0.912433	11	NA	NA	NA	19-112-02439-GER2106672
Invitae_HPV_primers	1063	1	115672	12561	3800	0.971219	0.028781	0.902045	108.816557	0.654261	0.369133	2551385.621026	NA	0	0	0	0	0	0	1063	3095733841	4082	4082	176798	4082	4082	132033	132033	65262	1	1	1	61.357479	17	555	0	0.051282	0	0	0	0	0.438451	0.067309	20.452493	0.940734	0.912512	0.684854	0.476011	0.296331	0.257761	0.241769	0.180621	37.058739	9.23476	0.883193	9	NA	NA	NA	19-037-00826-GER2106927
Invitae_HPV_primers	1063	1	119031	4340	11788	0.912784	0.087216	0.964822	111.976482	0.843713	0.565289	2564752.503774	NA	0	0	0	0	0	0	1063	3095733841	3296	3296	141080	3296	3295	135159	135159	79751	1	1	0.999697	74.966134	19	667	0	0.051282	0	0	0	0	0.323856	0.08615	37.483067	0.940734	0.851364	0.617121	0.473189	0.345249	0.310442	0.306679	0.162747	39.025937	13.955366	0.837016	8	NA	NA	NA	21-032-01135-GER2110367
Invitae_HPV_primers	1063	1	53578	2089	2260	0.960985	0.039015	0.962473	50.402634	0.861784	0.583101	2693616.792139	NA	0	0	0	0	0	0	1063	3095733841	1391	1391	62171	1391	1391	57927	57927	36252	1	1	1	34.076199	9	332	0	0.230769	0	0	0	0	0.318798	0.055432	?	0.765757	0.737535	0.459078	0.339605	0.250235	0.167451	0.167451	0.12794	39.440126	15.813139	0.71088	5	NA	NA	NA	19-252-02775-GER2213104
Invitae_HPV_primers	1063	1	78312	2458	5030	0.941375	0.058625	0.969568	73.670743	0.751692	0.46999	2658100.381736	NA	0	0	0	0	0	0	1063	3095733841	2426	2426	104181	2426	2426	85800	85800	48964	1	1	1	46.031985	12	311	0	0.076923	0	0	0	0	0.371888	0.057517	15.343995	0.915334	0.904045	0.580433	0.352775	0.309501	0.275635	0.24365	0.161806	34.678788	9.045659	0.833582	8	NA	NA	NA	20-142-03295-GER2110561
Invitae_HPV_primers	1063	1	163884	21052	9984	0.948779	0.051221	0.886166	154.171214	0.650493	0.374545	2448558.603961	NA	0	0	0	0	0	0	1063	3095733841	5558	5558	251938	5558	5554	194920	194920	94362	1	1	0.99928	88.725306	22	784	0	0	0	0	0	0	0.428714	0.087205	9.858367	0.984008	0.963311	0.797742	0.523048	0.451552	0.429915	0.289746	0.182502	36.128015	9.002534	0.949068	13	NA	NA	NA	19-007-02875-GER2106680
Invitae_HPV_primers	1063	1	236689	143336	5469	0.985813	0.014187	0.622825	222.661336	0.554949	0.316683	1788095.878141	NA	0	0	0	0	0	0	1063	3095733841	7115	7115	426506	7115	7113	385494	385494	135067	1	1	0.999719	126.966134	77	598	0	0	0	0	0	0	0.441431	0.20833	25.393227	0.991533	0.963311	0.773283	0.650047	0.604892	0.601129	0.577611	0.450611	26.317731	6.077246	0.92962	12	NA	NA	NA	19-060-02588-GER2110394
Invitae_HPV_primers	1063	1	5399242	8106189	5029	0.999628	3.72e-4	0.399783	5079.249294	0.394141	0.206517	1163839.271772	NA	0	0	0	0	0	0	1063	3095733841	147094	147094	13698760	147094	147086	13510460	13510460	2829032	1	1	0.999946	2657.305738	105	11850	0	0.051282	0	0	0	0	0.476949	0.314001	664.326435	0.937912	0.937912	0.700847	0.61524	0.558796	0.555974	0.555974	0.507996	27.549721	7.71903	0.894889	10	NA	NA	NA	20-118-02107-GER2106981
Invitae_HPV_primers	1063	1	204625	21095	7617	0.967356	0.032644	0.906544	192.497648	0.700509	0.421196	2553909.083168	NA	0	0	0	0	0	0	1063	3095733841	6453	6453	292109	6453	6453	233337	233337	123035	1	1	1	115.647225	33	915	0	0	0	0	0	0	0.400957	0.071815	16.521032	0.993415	0.969897	0.75635	0.636877	0.547507	0.456256	0.406397	0.285042	33.649765	8.122663	0.947703	13	NA	NA	NA	19-206-03890-GER2110199
Invitae_HPV_primers	1063	1	245723	20894	9668	0.965007	0.034993	0.921633	231.159925	0.725666	0.443734	2590113.837902	NA	0	0	0	0	0	0	1063	3095733841	7677	7677	338617	7677	7677	276285	276285	150256	1	1	1	141.259643	31	1396	0	0.025641	0	0	0	0	0.391331	0.064879	20.179949	0.967074	0.963311	0.773283	0.648166	0.517404	0.41016	0.407338	0.250235	38.738777	11.520563	0.925976	11	NA	NA	NA	18-232-02535-GER2106936
Invitae_HPV_primers	1063	1	240785	253531	4237	0.991501	0.008499	0.487107	226.514581	0.474755	0.28965	1406528.202694	NA	0	0	0	0	0	0	1063	3095733841	6342	6342	507177	6342	6342	498553	498553	146904	1	1	1	138.016933	84	698	0	0.025641	0	0	0	0	0.400591	0.305157	34.504233	0.970837	0.888053	0.764817	0.639699	0.614299	0.582314	0.577611	0.477893	23.268687	6.725014	0.902007	10	NA	NA	NA	20-304-01149-GER2213092
Invitae_HPV_primers	1063	1	9652963	15735992	35348	0.99861	0.00139	0.380203	9080.868297	0.378254	0.224351	1105711.778747	NA	0	0	0	0	0	0	1063	3095733841	251031	251031	25519824	251031	250985	25424303	25424303	5725409	1	1	0.999817	5383.271872	435	21523	0	0.051282	0	0	0	0	0.397919	0.37695	897.211979	0.945437	0.942615	0.772342	0.749765	0.670743	0.667921	0.639699	0.587018	28.045678	6.010298	0.917754	11	NA	NA	NA	20-125-01480-GER2106948
Invitae_HPV_primers	1063	1	136199	7605	4320	0.970835	0.029165	0.947116	128.126999	0.787637	0.50213700000000006	2677804.318905	NA	0	0	0	0	0	0	1063	3095733841	3937	3937	172921	3937	3936	148124	148124	86830	1	1	0.999746	81.617121	16	633	0	0	0	0	0	0	0.3635	0.050356	20.40428	0.991533	0.955786	0.668862	0.488241	0.381938	0.324553	0.288805	0.21825	37.244186	12.402651	0.915295	11	NA	NA	NA	19-148-02558-GER2106800
Invitae_HPV_primers	1063	1	288562	108858	6011	0.9851	0.0149	0.726088	271.460019	0.595147	0.339217	2083052.5337	NA	0	0	0	0	0	0	1063	3095733841	9454	9454	484858	9454	9453	403431	403431	164472	1	1	0.999894	154.598307	79	1153	0	0.025641	0	0	0	0	0.436246	0.156101	22.085472	0.968956	0.928504	0.777987	0.708373	0.633114	0.631232	0.624647	0.408278	30.197499	7.096944	0.918076	11	NA	NA	NA	19-163-01295-GER2106823
Invitae_HPV_primers	1063	1	143922	3965	4554	0.970126	0.029874	0.973189	135.392286	0.728819	0.44082	2749512.805139	NA	0	0	0	0	0	0	1063	3095733841	4596	4596	197473	4596	4596	152441	152441	87050	1	1	1	81.841957	23	693	0	0.051282	0	0	0	0	0.393621	0.035384	27.280652	0.908749	0.83631200000000006	0.616181	0.523989	0.433678	0.327375	0.325494	0.193791	35.959241	9.270487	0.833856	8	NA	NA	NA	19-210-02457-GER2110201
Invitae_HPV_primers	1063	1	105019	33517	2664	0.981133	0.018867	0.758063	98.79492	0.64233	0.387212	2166025.33484	NA	0	0	0	0	0	0	1063	3095733841	3119	3119	163497	3119	3119	141200	141200	63308	1	1	1	59.508937	26	420	0	0.076923	0	0	0	0	0.39289	0.158853	19.836312	0.921919	0.857008	0.734713	0.60301	0.457197	0.401693	0.297272	0.171214	30.503079	8.144708	0.854919	8	NA	NA	NA	20-244-00783-GER2110224
Invitae_HPV_primers	1063	1	126233	5881	5652	0.958974	0.041026	0.955485	118.751646	0.767435	0.483734	2668463.119174	NA	0	0	0	0	0	0	1063	3095733841	3807	3807	164487	3807	3807	137766	137766	79568	1	1	1	74.787394	14	687	0	0	0	0	0	0	0.372044	0.050448	24.929131	0.984008	0.946378	0.594544	0.468485	0.408278	0.309501	0.28222	0.190028	37.378377	12.61936	0.900264	10	NA	NA	NA	20-232-02611-GER2106916
Invitae_HPV_primers	1063	1	72952	1637	3075	0.960406	0.039594	0.978053	68.62841	0.705935	0.419717	2735569.78505	NA	0	0	0	0	0	0	1063	3095733841	2431	2431	103341	2431	2431	77664	77664	43374	1	1	1	40.764817	10	339	0	0.051282	0	0	0	0	0.403211	0.038422	20.382408	0.904045	0.80809	0.507996	0.328316	0.302916	0.193791	0.193791	0.156162	36.630553	9.800743	0.785159	7	NA	NA	NA	19-221-04378-GER2106854
Invitae_HPV_primers	1063	1	245338	18984	5774	0.978622	0.021378	0.928179	230.797742	0.681574	0.387015	2645312.707613	NA	0	0	0	0	0	0	1063	3095733841	8478	8478	359958	8478	8478	270096	270096	139309	1	1	1	130.968015	32	1172	0	0.025641	0	0	0	0	0.433279	0.050971	18.709716	0.96143	0.935089	0.786453	0.632173	0.506115	0.413923	0.405456	0.291627	35.837045	8.477132	0.927793	11	NA	NA	NA	19-128-04598-GER2106708
Invitae_HPV_primers	1063	1	90222	15191	4967	0.955001	0.044999	0.855891	84.874882	0.67781	0.407098	2380413.532544	NA	0	0	0	0	0	0	1063	3095733841	2913	2913	133108	2913	2912	110380	110380	54188	1	1	0.999657	50.924741	17	328	0	0.025641	0	0	0	0	0.404358	0.104747	12.731185	0.970837	0.943556	0.698965	0.481656	0.33396	0.273754	0.241769	0.17968	31.485961	8.754486	0.902155	10	NA	NA	NA	18-303-02784-GER2110466
Invitae_HPV_primers	1063	1	3155627	4517991	7317	0.999047	9.53e-4	0.411231	2968.604892	0.406323	0.219804	1196470.302659	NA	0	0	0	0	0	0	1063	3095733841	86014	86014	7766308	86014	85993	7680935	7680935	1707064	1	1	0.999756	1603.700847	119	6539	0	0.076923	0	0	0	0	0.449868	0.328385	320.740169	0.920038	0.848542	0.691439	0.618062	0.61524	0.583255	0.555974	0.537159	29.099216	6.005093	0.864605	9	NA	NA	NA	20-364-01270-GER2110232
Invitae_HPV_primers	1063	1	192254	108083	4104	0.98652	0.01348	0.640128	180.859831	0.552124	0.310662	1839088.356286	NA	0	0	0	0	0	0	1063	3095733841	6012	6012	348208	6012	6012	304441	304441	108175	1	1	1	101.70461	59	583	0	0.051282	0	0	0	0	0.437369	0.2074	33.901537	0.939793	0.868297	0.66604	0.630292	0.570085	0.548448	0.544685	0.380056	28.127108	6.804063	0.862894	9	NA	NA	NA	19-032-00964-GER2106937
Invitae_HPV_primers	1063	1	208321	13789	6772	0.970413	0.029587	0.937918	195.9746	0.703592	0.414821	2650646.192269	NA	0	0	0	0	0	0	1063	3095733841	6893	6893	296082	6893	6893	228882	228882	122821	1	1	1	115.456256	25	1071	0	0.025641	0	0	0	0	0.412514	0.050948	19.242709	0.96143	0.901223	0.729069	0.579492	0.41016	0.408278	0.377234	0.221072	35.955825	8.881468	0.906358	10	NA	NA	NA	19-242-02542-GER2107035
Invitae_HPV_primers	1063	1	184617	32839	5068	0.977225	0.022775	0.848986	173.675447	0.69608	0.421523	2416157.170282	NA	0	0	0	0	0	0	1063	3095733841	5665	5665	265224	5665	5665	222524	222524	111798	1	1	1	105.078081	36	924	0	0	0	0	0	0	0.40344	0.094188	26.26952	0.988711	0.963311	0.735654	0.652869	0.541863	0.463782	0.357479	0.226717	33.839566	8.833915	0.918381	11	NA	NA	NA	18-267-03188-GER2110448
Invitae_HPV_primers	1063	1	217637	284797	4051	0.992002	0.007998	0.433165	204.738476	0.427205	0.224504	1251400.986688	NA	0	0	0	0	0	0	1063	3095733841	6242	6242	509444	6242	6242	506485	506485	114372	1	1	1	107.456256	8	380	0	0.153846	0	0	0	0	0.479554	0.29487	107.456256	0.84572	0.697084	0.477893	0.476952	0.476011	0.476011	0.452493	0.421449	27.141924	5.882374	0.735845	6	NA	NA	NA	20-324-03523-GER2106778
Invitae_HPV_primers	1063	1	110413	3901	3974	0.966404	0.033596	0.965875	103.869238	0.692992	0.410612	2718378.154445	NA	0	0	0	0	0	0	1063	3095733841	3699	3699	159328	3699	3699	118288	118288	65422	1	1	1	61.508937	13	550	0	0.051282	0	0	0	0	0.407497	0.03948	20.502979	0.944497	0.89746	0.540922	0.437441	0.345249	0.318909	0.262465	0.181562	36.544484	9.152361	0.852749	8	NA	NA	NA	21-117-02409-GER2106751
Invitae_HPV_primers	1063	1	106910	3983	5090	0.956114	0.043886	0.964082	100.573848	0.708966	0.426998	2684443.957635	NA	0	0	0	0	0	0	1063	3095733841	3506	3506	150797	3506	3506	115983	115983	64390	1	1	1	60.508937	15	458	0	0.051282	0	0	0	0	0.394472	0.050404	30.254468	0.895579	0.867357	0.606773	0.467545	0.349012	0.34619	0.26905	0.19285	35.924469	7.571401	0.817464	7	NA	NA	NA	18-225-02115-GER2106784
Invitae_HPV_primers	1063	1	129874	3846	3273	0.976108	0.023892	0.971238	122.176858	0.684701	0.398334	2760922.337203	NA	0	0	0	0	0	0	1063	3095733841	4422	4422	189680	4422	4422	136993	136993	75556	1	1	1	71.010348	11	864	0	0.076923	0	0	0	0	0.420116	0.028403	35.505174	0.907808	0.83631200000000006	0.513641	0.438382	0.377234	0.296331	0.253057	0.158984	36.867139	9.171965	0.809341	7	NA	NA	NA	18-248-02649-GER2110271
Invitae_HPV_primers	1063	1	46963	3965	2826	0.947427	0.052573	0.922145	44.17968	0.714679	0.431793	2544341.461594	NA	0	0	0	0	0	0	1063	3095733841	1516	1516	65712	1516	1515	53754	53754	28374	1	1	0.99934	26.678269	8	191	0	0.025641	0	0	0	0	0.393403	0.078766	13.339135	0.941675	0.809031	0.411101	0.207902	0.204139	0.184384	0.160865	0.078081	38.439863	9.610817	0.805522	7	NA	NA	NA	19-156-01963-GER2106810
Invitae_HPV_primers	1063	1	556757	592711	4391	0.996195	0.003805	0.484361	523.760113	0.469257	0.256993	1405216.673817	NA	0	0	0	0	0	0	1063	3095733841	15247	15247	1186465	15247	15245	1153859	1153859	304913	1	1	0.999869	286.483537	69	1800	0	0	0	0	0	0	0.460537	0.275507	57.296707	0.989652	0.932267	0.76952	0.698024	0.64064	0.613358	0.612418	0.493885	27.593832	6.566049	0.930418	12	NA	NA	NA	19-238-01576-GER2110165
Invitae_HPV_primers	1063	1	877581	1157537	8310	0.995933	0.004067	0.431219	825.570085	0.424854	0.243435	1250714.607619	NA	0	0	0	0	0	0	1063	3095733841	22592	22592	2065605	22592	22581	2043428	2043428	502841	1	1	0.999513	472.503293	64	2422	0	0.025641	0	0	0	0	0.425461	0.328635	59.062912	0.968956	0.914393	0.791157	0.730009	0.637817	0.579492	0.554092	0.433678	24.48251	7.507755	0.920184	11	NA	NA	NA	19-246-01242-GER2110176
