signature_name	Log2_FC	Mean_Expression	P_value	FDR	Number_of_Genes	MSigDB_Collection
GOBP_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE	-6.481952208959674	-713.2202448345366	0.0014767879002989864	0.8128463798094175	7	c5 GO Biological Process
KEGG_MEDICUS_REFERENCE_NOTCH_LIGAND_UBIQUITYLATION	-9.466976106711778	-404.38144907705583	0.0014927189581445746	0.8128463798094175	9	c2 KEGG Medicus
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT	-11.299241514657606	-859.01435328426	0.0015414202439493314	0.8128463798094175	15	c5 GO Biological Process
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	-4.803395214413946	2276.479644144102	0.0016664155401723418	0.8128463798094175	28	c5 GO Biological Process
GOBP_LEUKOTRIENE_D4_BIOSYNTHETIC_PROCESS	8.657546625552513	-441.90407056217197	0.00169835050798386	0.8128463798094175	10	c5 GO Biological Process
GOBP_LEUKOTRIENE_D4_METABOLIC_PROCESS	8.657546625552513	-441.90407056217197	0.00169835050798386	0.8128463798094175	12	c5 GO Biological Process
GOMF_NOTCH_BINDING	-6.923727184296826	384.1681087141111	0.0017314454783212722	0.8128463798094175	26	c5 GO Molecular Function
GOMF_GLUTATHIONE_HYDROLASE_ACTIVITY	8.352939157624146	-692.030702113319	0.0017976265709993573	0.8128463798094175	9	c5 GO Molecular Function
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	4.90501106752395	-29.161984371558038	0.0018269780841998048	0.8128463798094175	74	c5 GO Biological Process
REACTOME_INDUCTION_OF_CELL_CELL_FUSION	8.552792958336356	2213.205226639896	0.0019207261411617335	0.8189496084378342	13	c2 Reactome
GOBP_RECOMBINATIONAL_REPAIR	2.942729040042307	791.9588612452432	0.0020081973799419327	0.8219953515578319	179	c5 GO Biological Process
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	6.23834297926811	686.7431511924042	0.0022262231912293148	0.8761900736865222	14	c2 Reactome
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	8.696322886495688	-460.5278190576996	0.002515625307633551	0.9236654200238686	27	c5 GO Biological Process
GOBP_DIGESTIVE_TRACT_MORPHOGENESIS	-4.044235399394563	1389.1040143257555	0.0032467368262075673	0.9236654200238686	49	c5 GO Biological Process
GOBP_SPERM_CAPACITATION	7.3163383835163165	485.058973267044	0.003402432790057661	0.9236654200238686	31	c5 GO Biological Process
GOCC_MONOATOMIC_ION_CHANNEL_COMPLEX	2.3180190071636932	106.29786342581481	0.003436036937270451	0.9236654200238686	300	c5 GO Cellular Component
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	3.338412797972915	-341.1078417162543	0.0035585203315749644	0.9236654200238686	110	c5 GO Biological Process
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	4.8615784358832554	50.36304601918761	0.0036407845890816257	0.9236654200238686	60	c5 GO Biological Process
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	7.610430965551822	158.73176879675162	0.0038456289613729654	0.9236654200238686	34	c5 GO Biological Process
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	6.005991867408487	745.0584631658108	0.0039119738780572936	0.9236654200238686	32	c2 Reactome
GOCC_TRANSPORTER_COMPLEX	2.0149696809109083	114.96256348643934	0.003929936631386489	0.9236654200238686	421	c5 GO Cellular Component
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	4.753701292619388	440.7940719012268	0.004172007792529885	0.9236654200238686	80	c5 GO Biological Process
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	7.897579364023271	-307.5988225997923	0.004235360873844987	0.9236654200238686	21	c2 Reactome
REACTOME_ORGANIC_ANION_TRANSPORTERS	5.901639734061268	1420.9787560626514	0.004513774080871653	0.9236654200238686	10	c2 Reactome
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	-4.212299016041583	1048.2510831411619	0.0045376212889278855	0.9236654200238686	48	c5 GO Biological Process
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	-6.834306583580169	1654.232472306867	0.004825227898260935	0.9236654200238686	15	c5 GO Biological Process
GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	6.284111411383598	982.7973036211771	0.004857056177366609	0.9236654200238686	33	c5 GO Biological Process
GOBP_OLIGODENDROCYTE_DIFFERENTIATION	3.6015265165824832	166.73098888438832	0.0049598518001571015	0.9236654200238686	106	c5 GO Biological Process
DESCARTES_FETAL_EYE_ASTROCYTES	6.298797772189257	1085.086830411961	0.005199582610287402	0.9236654200238686	39	Other (c6-c8)
GOCC_PARASPECKLES	11.097875138200227	-470.1882999590099	0.0054451325429120435	0.9236654200238686	8	c5 GO Cellular Component
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	5.641190224157167	692.4894576209717	0.005575581055916911	0.9236654200238686	119	c2 Reactome
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	-3.9073437405365063	671.6418941183091	0.005712463118858189	0.9236654200238686	54	c5 GO Biological Process
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM	7.157217090268688	-1295.6050476185003	0.005756339873005143	0.9236654200238686	11	c2 Reactome
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	-4.429625093459359	749.6013526153099	0.00595093823423853	0.9236654200238686	39	c5 GO Biological Process
GOBP_SPERMATID_DIFFERENTIATION	2.4574465440614746	-114.39318032054481	0.0060427584745374055	0.9236654200238686	214	c5 GO Biological Process
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	7.294880655605658	1349.1215365960074	0.006680999950011299	0.9236654200238686	36	c2 Reactome
GOBP_FIBRINOLYSIS	6.305104657608564	-353.71641220152475	0.006825785628640231	0.9236654200238686	27	c5 GO Biological Process
DESCARTES_MAIN_FETAL_GOBLET_CELLS	4.731840051182251	401.5141973797097	0.006840757876463898	0.9236654200238686	53	Other (c6-c8)
GOMF_PHOSPHOLIPASE_C_ACTIVITY	4.745028157390153	1230.3662075021755	0.007112155526177942	0.9236654200238686	29	c5 GO Molecular Function
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	2.327968946766913	-207.20538963486595	0.007190877112193372	0.9236654200238686	161	c5 GO Biological Process
GOBP_CARBON_DIOXIDE_TRANSPORT	-17.084577944385508	-100.4517954911778	0.0072660259498530605	0.9236654200238686	15	c5 GO Biological Process
GOBP_GLUCOCORTICOID_SECRETION	-8.780977237037677	-1915.3622035604558	0.007329917090937415	0.9236654200238686	12	c5 GO Biological Process
GOBP_REGULATION_OF_GLUCOCORTICOID_SECRETION	-8.780977237037677	-1915.3622035604558	0.007329917090937415	0.9236654200238686	10	c5 GO Biological Process
GOBP_TELOMERE_CAPPING	-6.55327532700338	1268.2713648755253	0.007336587615559383	0.9236654200238686	39	c5 GO Biological Process
GOBP_RESPONSE_TO_DSRNA	-3.2650877997249297	155.93811410302013	0.007423493938323626	0.9236654200238686	57	c5 GO Biological Process
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	-6.0755792545662	23.95527312496064	0.007567799766719536	0.9236654200238686	18	c5 GO Biological Process
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY	5.560034929689164	118.75978114033565	0.007651627383727141	0.9236654200238686	30	c5 GO Biological Process
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT	7.077291310564566	1169.0365241096947	0.007958077436686134	0.9236654200238686	19	c5 GO Biological Process
GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	3.7345336371189246	668.4508427079719	0.007992390001332861	0.9236654200238686	43	c5 GO Biological Process
REACTOME_FANCONI_ANEMIA_PATHWAY	4.115827784825907	132.40336826246138	0.008004860443814337	0.9236654200238686	39	c2 Reactome
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	3.120113361847459	295.8881200090702	0.008041074030218281	0.9236654200238686	60	c5 GO Biological Process
TRAVAGLINI_LUNG_BASOPHIL_MAST_2_CELL	1.5987081455347825	366.7784392880438	0.00805152258477373	0.9236654200238686	503	Other (c6-c8)
GOMF_NUCLEAR_VITAMIN_D_RECEPTOR_BINDING	8.726575551542474	-385.46609693256823	0.008185317767949587	0.9236654200238686	15	c5 GO Molecular Function
GOMF_SNAP_RECEPTOR_ACTIVITY	-5.904261538978346	-125.34496928485359	0.008186968676359251	0.9236654200238686	37	c5 GO Molecular Function
REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT	-11.092940239946879	-745.1805950750756	0.00824344151194021	0.9236654200238686	7	c2 Reactome
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	6.893381060742862	956.7003030015619	0.008321328063357234	0.9236654200238686	14	c2 Reactome
GOBP_PROTEIN_LOCALIZATION_TO_CYTOPLASMIC_STRESS_GRANULE	-5.561288809231128	-368.0699410404721	0.008439991723772414	0.9236654200238686	8	c5 GO Biological Process
HE_LIM_SUN_FETAL_LUNG_C4_CYCLING_T_CELL	1.1367042601065211	406.4101375661034	0.008515579896424296	0.9236654200238686	939	Other (c6-c8)
GOBP_MESODERMAL_CELL_FATE_COMMITMENT	5.895535404809807	1376.535723716144	0.008648023776004064	0.9236654200238686	17	c5 GO Biological Process
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	-3.6688577790626113	1227.486920923493	0.008950291170846229	0.9236654200238686	64	c5 GO Biological Process
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	4.095448777651682	-90.9020026084559	0.008968347474483565	0.9236654200238686	35	c2 Reactome
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE	4.8381778148648245	1296.9674847877047	0.009116558374388179	0.9236654200238686	10	c5 GO Biological Process
GOBP_DENDRITE_SELF_AVOIDANCE	7.1075463087388995	407.3048351622995	0.009164743911938908	0.9236654200238686	14	c5 GO Biological Process
GOMF_PEPTIDASE_REGULATOR_ACTIVITY	2.141930614034184	652.4212208751335	0.009169018472521995	0.9236654200238686	227	c5 GO Molecular Function
GOBP_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	-2.6358775075865988	337.9519862201479	0.009195062910443216	0.9236654200238686	151	c5 GO Biological Process
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX	4.2766772584609285	1003.4912468817168	0.009295361587841238	0.9236654200238686	63	c5 GO Cellular Component
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	3.2841808500035707	1251.6174337662646	0.009447485736741833	0.9236654200238686	101	c5 GO Biological Process
GOBP_AMINO_ACID_TRANSPORT	2.838278086557843	1015.5513131917388	0.009588019693689375	0.9236654200238686	152	c5 GO Biological Process
AKT_UP.V1_DN	-1.8614548154668453	505.15721220799776	0.009648721491520339	0.9236654200238686	187	Other (c6-c8)
GOBP_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	-5.128062370635046	1764.362861945154	0.009737459077757755	0.9236654200238686	16	c5 GO Biological Process
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	-4.806970138527861	802.8446268077098	0.009776223757843509	0.9236654200238686	35	c5 GO Biological Process
GOBP_REGULATION_OF_CELL_PROJECTION_SIZE	10.711922709199566	-313.3020307615302	0.009781156559321144	0.9236654200238686	13	c5 GO Biological Process
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	2.282115716939764	780.5051346954657	0.009793102454534193	0.9236654200238686	182	c5 GO Biological Process
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	-2.378686747341907	644.247210659068	0.010052106500667788	0.9236654200238686	138	c5 GO Biological Process
GOBP_ADRENAL_GLAND_DEVELOPMENT	-4.229166913808147	1300.5090668316702	0.01010906225918708	0.9236654200238686	28	c5 GO Biological Process
GOBP_NAD_METABOLIC_PROCESS	2.817635641153279	965.3854340296082	0.010133677383188582	0.9236654200238686	42	c5 GO Biological Process
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	4.5207520152869165	333.4669418973924	0.01027872946216755	0.9236654200238686	51	c5 GO Biological Process
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	-10.862725116894328	-261.79023299243596	0.010305611091706185	0.9236654200238686	9	c5 GO Biological Process
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	2.8693996025516824	481.8178982859875	0.010323663901790446	0.9236654200238686	218	c5 GO Biological Process
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	-7.103274302655804	505.5058470587165	0.010480095145126026	0.9236654200238686	19	c5 GO Biological Process
GOCC_GOLGI_ASSOCIATED_VESICLE	2.4006348527156955	581.4845329576682	0.010502387256543745	0.9236654200238686	94	c5 GO Cellular Component
GOMF_GLYCOLIPID_BINDING	-6.378645029745366	486.63110546954437	0.010604159103834778	0.9236654200238686	29	c5 GO Molecular Function
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	7.928487420500305	-326.86351236586506	0.010666246578491417	0.9236654200238686	24	c5 GO Biological Process
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS	3.935577827172581	964.1063862398188	0.010732754733985819	0.9236654200238686	54	c5 GO Biological Process
LAKE_ADULT_KIDNEY_C30_IMMUNE_CELLS_MACROPHAGES	-7.153165287592532	297.9266342408518	0.01080940409303164	0.9236654200238686	10	Other (c6-c8)
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	5.389401582199152	267.5249509365964	0.010949192657610603	0.9236654200238686	29	c2 Reactome
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	-6.141493985871924	1104.9214293446526	0.010985937038395977	0.9236654200238686	24	c5 GO Biological Process
BCAT_GDS748_DN	-3.5946314295694055	-189.06025571626753	0.011092312418917357	0.9236654200238686	45	Other (c6-c8)
GOBP_INTERCELLULAR_TRANSPORT	7.246749012427787	-1298.1078211478648	0.011140238197905815	0.9236654200238686	10	c5 GO Biological Process
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	-5.5820708363281435	-330.564878499575	0.011196011457342796	0.9236654200238686	25	c2 Reactome
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	3.313962688888479	1674.501318818079	0.011343711686614567	0.9236654200238686	66	c2 Reactome
GOBP_SECONDARY_METABOLIC_PROCESS	-3.6634730963766056	160.81812777511934	0.011475384440368058	0.9236654200238686	57	c5 GO Biological Process
HALLMARK_COAGULATION	2.1390542224578972	672.509012567008	0.011521051344094015	0.9236654200238686	138	Hallmark gene sets
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	3.126932027043819	336.7401395406927	0.011563423335603056	0.9236654200238686	137	c5 GO Biological Process
GOCC_CELL_TRAILING_EDGE	10.823048722310604	-98.39671054569307	0.011811673946458478	0.9236654200238686	14	c5 GO Cellular Component
REACTOME_SENSORY_PERCEPTION	-1.436740129137817	122.05488545103891	0.011899629055388855	0.9236654200238686	636	c2 Reactome
GOCC_SNARE_COMPLEX	-4.692443718767876	6.004930618030142	0.0119032817869834	0.9236654200238686	48	c5 GO Cellular Component
GOBP_PITUITARY_GLAND_DEVELOPMENT	-4.696440951471257	60.96803050888524	0.012025004300681721	0.9236654200238686	42	c5 GO Biological Process
GOBP_POSITIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	3.7872827826632123	391.4468308318151	0.012074479212884045	0.9236654200238686	56	c5 GO Biological Process
GOCC_ANKYRIN_1_COMPLEX	-9.206575949989036	1634.8643895188704	0.012091511506260163	0.9236654200238686	8	c5 GO Cellular Component
GOBP_CYTOSOLIC_TRANSPORT	-2.673737126560123	363.6984588873756	0.012118989133283154	0.9236654200238686	186	c5 GO Biological Process
DESCARTES_FETAL_PLACENTA_IGFBP1_DKK1_POSITIVE_CELLS	-2.603304285977245	1235.4855915572423	0.012162663491242202	0.9236654200238686	117	Other (c6-c8)
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	7.9549650595879084	-344.24444767818466	0.01223157488168414	0.9236654200238686	12	c5 GO Biological Process
GOBP_NEGATIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	-5.516069774306095	969.210205850048	0.012261522057964802	0.9236654200238686	25	c5 GO Biological Process
GOBP_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	-4.20278938476667	1708.0701636821916	0.012481335732006745	0.9236654200238686	17	c5 GO Biological Process
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	-7.074327209260912	741.6267407224445	0.012531138163679744	0.9236654200238686	16	c5 GO Biological Process
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	-3.050516571167596	315.7004515678248	0.012578378541125283	0.9236654200238686	57	c2 Reactome
DESCARTES_FETAL_CEREBRUM_INHIBITORY_NEURONS	4.466212093987867	1361.3956902410018	0.012606790134204222	0.9236654200238686	48	Other (c6-c8)
REACTOME_TBC_RABGAPS	-4.498707463545793	38.808552385503084	0.012830947610534786	0.9236654200238686	44	c2 Reactome
GOCC_CATION_CHANNEL_COMPLEX	2.0702659225243023	5.4791144835013705	0.01311768328611128	0.9236654200238686	193	c5 GO Cellular Component
GOMF_FERROUS_IRON_BINDING	-5.123365171185495	1829.9549097764718	0.013177671584824292	0.9236654200238686	27	c5 GO Molecular Function
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	-3.921492899759421	1525.2025531121687	0.013208689532517392	0.9236654200238686	36	c5 GO Biological Process
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	-3.5669076649490568	455.69712179919696	0.013371531893233122	0.9236654200238686	49	c5 GO Biological Process
GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	3.596791274637876	1334.8535716557044	0.01362693336597339	0.9236654200238686	42	c5 GO Biological Process
KEGG_MEDICUS_REFERENCE_TLR4_IRF3_7_SIGNALING_PATHWAY	-5.794296323190038	-745.5965214505525	0.013712933206611766	0.9236654200238686	9	c2 KEGG Medicus
GOCC_PLATELET_ALPHA_GRANULE	2.8305171947415215	74.34658504271373	0.013863817825443806	0.9236654200238686	91	c5 GO Cellular Component
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	4.419613891895307	565.8682544512357	0.013906423829838262	0.9236654200238686	47	c5 GO Biological Process
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	5.323674468238412	143.78343487075492	0.01392382293927689	0.9236654200238686	19	c2 Reactome
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	12.825680647339814	671.9145435439611	0.013960108367258537	0.9236654200238686	18	c2 Reactome
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	-2.258714562017218	410.80963421123715	0.014166517866385236	0.9236654200238686	148	Other (c6-c8)
GOBP_ENDOSOME_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	-7.366111549349913	235.75466213142667	0.014180012009436947	0.9236654200238686	17	c5 GO Biological Process
GOMF_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	2.6172307318541583	510.0847740940149	0.014271816037854063	0.9236654200238686	100	c5 GO Molecular Function
GOBP_TRANSEPITHELIAL_TRANSPORT	3.5018045954704498	1917.3298175467542	0.014294363733564538	0.9236654200238686	35	c5 GO Biological Process
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS	-5.6758247252599805	482.164641546966	0.014318987774118518	0.9236654200238686	21	c5 GO Biological Process
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	-4.451269775894514	711.3423047526796	0.014430520988614385	0.9236654200238686	28	c5 GO Biological Process
REACTOME_RAC3_GTPASE_CYCLE	-3.053244760150025	1035.013704666234	0.014665376508452769	0.9236654200238686	94	c2 Reactome
FAN_OVARY_CL17_PUTATIVE_APOPTOTIC_SMOOTH_MUSCLE_CELL	2.803995177066312	412.127086965695	0.014667676336226591	0.9236654200238686	231	Other (c6-c8)
GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR	-5.175231750786508	131.5055192865604	0.014699546812825565	0.9236654200238686	14	c5 GO Biological Process
GOMF_LIPASE_INHIBITOR_ACTIVITY	-13.342866316481889	-1018.1541602752035	0.014730600047468283	0.9236654200238686	18	c5 GO Molecular Function
GOBP_COENZYME_A_BIOSYNTHETIC_PROCESS	-5.0408908022443875	260.1258081209776	0.01478763397389461	0.9236654200238686	11	c5 GO Biological Process
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	4.9835089241338775	1319.4791659039986	0.014965197481860313	0.9236654200238686	12	c2 Reactome
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT_CONFERRING_COMPRESSION_RESISTANCE	10.665331002031058	-1909.188997521552	0.014984171477129082	0.9236654200238686	22	c5 GO Molecular Function
REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS	7.186961622058984	147.16750086321485	0.014986769510181696	0.9236654200238686	10	c2 Reactome
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	11.36534294491294	253.42464814128178	0.015097957953516707	0.9236654200238686	50	c5 GO Cellular Component
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	11.36534294491294	253.42464814128178	0.015097957953516707	0.9236654200238686	27	c5 GO Cellular Component
GOMF_MYOSIN_II_BINDING	-5.456700880751645	695.5181678837727	0.01511952733453953	0.9236654200238686	13	c5 GO Molecular Function
GOBP_NEUTRAL_AMINO_ACID_TRANSPORT	3.79503464723838	897.8729115707315	0.015195146561404279	0.9236654200238686	58	c5 GO Biological Process
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	5.817355545753037	1273.6147644450955	0.01520264949786174	0.9236654200238686	24	c2 Reactome
REACTOME_RHOG_GTPASE_CYCLE	-4.1862658733246585	88.34808559387689	0.015278922549099674	0.9236654200238686	74	c2 Reactome
DESCARTES_FETAL_STOMACH_LYMPHATIC_ENDOTHELIAL_CELLS	-4.800807107805578	652.8644420047264	0.015406630950873633	0.9236654200238686	24	Other (c6-c8)
GOBP_REGULATION_OF_APPETITE	-5.149221298669189	555.7079092668106	0.015578433495698728	0.9236654200238686	20	c5 GO Biological Process
GOCC_INHIBITORY_SYNAPSE	6.629719215975025	1073.3873747350679	0.01576191208450011	0.9236654200238686	17	c5 GO Cellular Component
DESCARTES_FETAL_LIVER_HEPATOBLASTS	1.7777546430365103	383.78157170841376	0.01586961436509379	0.9236654200238686	506	Other (c6-c8)
GOBP_PHOSPHOLIPID_HOMEOSTASIS	-4.478104240616883	1088.7402961552243	0.015940916201201975	0.9236654200238686	16	c5 GO Biological Process
GOBP_NEUROTRANSMITTER_TRANSPORT	2.270189733849403	184.10400789344303	0.016094411346255295	0.9236654200238686	208	c5 GO Biological Process
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	3.9398979976043775	256.3320521153839	0.016210861927422066	0.9236654200238686	39	c5 GO Biological Process
GOBP_POLYOL_CATABOLIC_PROCESS	-12.363040224448113	855.9131893280584	0.016375531909171178	0.9236654200238686	10	c5 GO Biological Process
TRAVAGLINI_LUNG_DIFFERENTIATING_BASAL_CELL	-2.25800800413791	298.69641746810026	0.016420180620639765	0.9236654200238686	157	Other (c6-c8)
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	-5.720843937224642	-708.0338399388257	0.016641576116147132	0.9236654200238686	12	c2 Reactome
GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION	7.029422575110601	-501.85512287812554	0.01674315836389184	0.9236654200238686	25	c5 GO Biological Process
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	-8.069573372287122	89.2415951189675	0.017156009767803546	0.9236654200238686	14	c5 GO Biological Process
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	-5.858864198202292	680.8761660439767	0.017184525467731963	0.9236654200238686	24	c2 Reactome
GOBP_PROGESTERONE_BIOSYNTHETIC_PROCESS	-9.437310678673018	-1613.0056743910682	0.01727220762901485	0.9236654200238686	6	c5 GO Biological Process
